ID_cliente,nome_cliente,sexo_biologico_cliente,idade_cliente,cidade_cliente,estado_cliente,regiao_cliente
39199,Maria Clara Rezende,Feminino,31,Ribeirão Preto,São Paulo,Sudeste
39200,Sabrina Barbosa,Feminino,37,Rio de Janeiro,Rio de Janeiro,Sudeste
39201,Nicolas Sampaio,Masculino,22,Brasília,Distrito Federal,Centro-Oeste
39202,Daniel Fonseca,Masculino,42,Carapicuíba,São Paulo,Sudeste
39203,Otávio Costela,Masculino,23,São Paulo,São Paulo,Sudeste
39204,Isabelly Gomes,Feminino,32,Criciúma,Santa Catarina,Sul
39205,Allana Jesus,Feminino,36,Limeira,São Paulo,Sudeste
39206,Bruno Almeida,Masculino,26,Caxias,Maranhão,Nordeste
39207,Bruno da Cruz,Masculino,43,Sinop,Mato Grosso,Centro-Oeste
39208,Elisa Cunha,Feminino,30,São José dos Campos,São Paulo,Sudeste
39209,Bernardo Cirino,Masculino,35,Rio de Janeiro,Rio de Janeiro,Sudeste
39210,Esther Almeida,Feminino,37,Vitória,Espírito Santo,Sudeste
39211,Ian Guerra,Masculino,35,Recife,Pernambuco,Nordeste
39212,Theo Castro,Masculino,41,São Paulo,São Paulo,Sudeste
39213,Mariane Montenegro,Feminino,34,Itaboraí,Rio de Janeiro,Sudeste
39214,João Miguel Macedo,Masculino,34,São Vicente,São Paulo,Sudeste
39215,Heloísa Aparecida,Feminino,28,São Luís,Maranhão,Nordeste
39216,Ágatha Borges,Feminino,31,Vila Velha,Espírito Santo,Sudeste
39217,Noah Peixoto,Masculino,63,Rio de Janeiro,Rio de Janeiro,Sudeste
39218,Asafe Costa,Masculino,37,Brasília,Distrito Federal,Centro-Oeste
39219,Luigi Alves,Masculino,35,São Paulo,São Paulo,Sudeste
39220,Giovanna Silveira,Feminino,19,Rio de Janeiro,Rio de Janeiro,Sudeste
39221,João Gabriel Cardoso,Masculino,21,Aparecida de Goiânia,Goiás,Centro-Oeste
39222,Augusto Guerra,Masculino,47,São Gonçalo,Rio de Janeiro,Sudeste
39223,Diogo Montenegro,Masculino,33,Itapetininga,São Paulo,Sudeste
39224,Luigi Siqueira,Masculino,34,Aracaju,Sergipe,Nordeste
39225,Vinicius Souza,Masculino,50,Maracanaú,Ceará,Nordeste
39226,Alexia da Mota,Feminino,42,Belo Horizonte,Minas Gerais,Sudeste
39227,Davi Luiz da Rocha,Masculino,47,Campo Grande,Mato Grosso do Sul,Centro-Oeste
39228,Yuri Farias,Masculino,41,Porto Seguro,Bahia,Nordeste
39229,Beatriz Pires,Feminino,47,Divinópolis,Minas Gerais,Sudeste
39230,Ana Vitória Ribeiro,Feminino,18,Rio de Janeiro,Rio de Janeiro,Sudeste
39231,Pedro Moura,Masculino,29,Maceió,Alagoas,Nordeste
39232,Heloisa Pacheco,Feminino,34,Viamão,Rio Grande do Sul,Sul
39233,Eduarda Barbosa,Feminino,24,Recife,Pernambuco,Nordeste
39234,Benício das Neves,Masculino,18,Guarulhos,São Paulo,Sudeste
39235,Josué Porto,Masculino,24,Olinda,Pernambuco,Nordeste
39236,Maria Flor Monteiro,Feminino,18,Guarapuava,Paraná,Sul
39237,Manuella Moura,Feminino,37,Manaus,Amazonas,Norte
39238,Rael da Conceição,Masculino,36,João Pessoa,Paraíba,Nordeste
39239,Evelyn Souza,Feminino,48,São Paulo,São Paulo,Sudeste
39240,Julia Gomes,Feminino,31,Carapicuíba,São Paulo,Sudeste
39241,Marcos Vinicius Mendes,Masculino,42,Magé,Rio de Janeiro,Sudeste
39242,Mariane Sousa,Feminino,57,Porto Alegre,Rio Grande do Sul,Sul
39243,Maria Liz Moura,Feminino,41,Praia Grande,São Paulo,Sudeste
39244,Carolina Pimenta,Feminino,28,São João de Meriti,Rio de Janeiro,Sudeste
39245,Gustavo Henrique Aragão,Masculino,55,Belo Horizonte,Minas Gerais,Sudeste
39246,Amanda Sousa,Feminino,48,São Bernardo do Campo,São Paulo,Sudeste
39247,Raquel Costela,Feminino,47,Salvador,Bahia,Nordeste
39248,Olivia Albuquerque,Feminino,41,São Paulo,São Paulo,Sudeste
39249,Isaque Montenegro,Masculino,42,Sorocaba,São Paulo,Sudeste
39250,Milena Vieira,Feminino,32,São Gonçalo,Rio de Janeiro,Sudeste
39251,Sabrina da Rocha,Feminino,29,Brasília,Distrito Federal,Centro-Oeste
39252,Pedro da Mata,Masculino,53,João Pessoa,Paraíba,Nordeste
39253,Isabel Montenegro,Feminino,32,Salvador,Bahia,Nordeste
39254,Manuela Almeida,Feminino,52,Itabuna,Bahia,Nordeste
39255,Vinicius Moreira,Masculino,19,Uberlândia,Minas Gerais,Sudeste
39256,Enzo Freitas,Masculino,24,Magé,Rio de Janeiro,Sudeste
39257,Milena Alves,Feminino,37,Hortolândia,São Paulo,Sudeste
39258,Larissa da Mata,Feminino,26,Bauru,São Paulo,Sudeste
39259,Lucca Vasconcelos,Masculino,23,Juiz de Fora,Minas Gerais,Sudeste
39260,Marcela da Cunha,Feminino,31,Boa Vista,Roraima,Norte
39261,Enrico Novais,Masculino,41,Jaraguá do Sul,Santa Catarina,Sul
39262,Joaquim Freitas,Masculino,28,Maceió,Alagoas,Nordeste
39263,Théo Nogueira,Masculino,25,São Paulo,São Paulo,Sudeste
39264,Rhavi Pires,Masculino,31,São Paulo,São Paulo,Sudeste
39265,José Miguel Cavalcanti,Masculino,24,Belém,Pará,Norte
39266,Calebe Aragão,Masculino,41,Vila Velha,Espírito Santo,Sudeste
39267,Juliana da Conceição,Feminino,31,Cabo Frio,Rio de Janeiro,Sudeste
39268,Yago Aparecida,Masculino,30,Rio Verde,Goiás,Centro-Oeste
39269,Luiz Fernando Vasconcelos,Masculino,33,Brasília,Distrito Federal,Centro-Oeste
39270,Larissa Rodrigues,Feminino,39,Caucaia,Ceará,Nordeste
39271,Mirella Pastor,Feminino,30,São Paulo,São Paulo,Sudeste
39272,João Souza,Masculino,18,Campinas,São Paulo,Sudeste
39273,Sophia Pastor,Feminino,41,Rio de Janeiro,Rio de Janeiro,Sudeste
39274,Sophia da Conceição,Feminino,28,Duque de Caxias,Rio de Janeiro,Sudeste
39275,André Campos,Masculino,42,Novo Hamburgo,Rio Grande do Sul,Sul
39276,Stephany Teixeira,Feminino,34,Presidente Prudente,São Paulo,Sudeste
39277,Mariana Aragão,Feminino,35,Sorocaba,São Paulo,Sudeste
39278,Vitor Gabriel Alves,Masculino,65,Brasília,Distrito Federal,Centro-Oeste
39279,Nina Freitas,Feminino,33,Cariacica,Espírito Santo,Sudeste
39280,Henry Oliveira,Masculino,27,Macapá,Amapá,Norte
39281,Heloísa Ribeiro,Feminino,25,Ribeirão das Neves,Minas Gerais,Sudeste
39282,Maria Cecília Vargas,Feminino,31,Pelotas,Rio Grande do Sul,Sul
39283,Maria Flor Machado,Feminino,37,Betim,Minas Gerais,Sudeste
39284,Mariana Viana,Feminino,39,Porto Alegre,Rio Grande do Sul,Sul
39285,Anthony Alves,Masculino,36,Petrolina,Pernambuco,Nordeste
39286,Isis Cirino,Feminino,18,Foz do Iguaçu,Paraná,Sul
39287,Rhavi Aparecida,Masculino,48,Maceió,Alagoas,Nordeste
39288,Sophie da Costa,Feminino,54,São José dos Campos,São Paulo,Sudeste
39289,Maria Sophia Sá,Feminino,54,Duque de Caxias,Rio de Janeiro,Sudeste
39290,Lucas Gabriel da Rocha,Masculino,30,Rio de Janeiro,Rio de Janeiro,Sudeste
39291,Vinicius Pires,Masculino,28,Praia Grande,São Paulo,Sudeste
39292,Kaique Pires,Masculino,42,Araçatuba,São Paulo,Sudeste
39293,Fernanda Rodrigues,Feminino,48,Belo Horizonte,Minas Gerais,Sudeste
39294,Henrique Viana,Masculino,30,São Paulo,São Paulo,Sudeste
39295,Sophie Ramos,Feminino,40,São Paulo,São Paulo,Sudeste
39296,Alexia Siqueira,Feminino,49,Volta Redonda,Rio de Janeiro,Sudeste
39297,Luiz Otávio Cunha,Masculino,39,Natal,Rio Grande do Norte,Nordeste
39298,Noah da Conceição,Masculino,31,Manaus,Amazonas,Norte
39299,José Macedo,Masculino,31,Maceió,Alagoas,Nordeste
39300,Bruno Sales,Masculino,26,Rio de Janeiro,Rio de Janeiro,Sudeste
39301,Maria Julia Monteiro,Feminino,36,Belford Roxo,Rio de Janeiro,Sudeste
39302,Theodoro Aparecida,Masculino,30,Aracaju,Sergipe,Nordeste
39303,José Miguel Vasconcelos,Masculino,18,Aparecida de Goiânia,Goiás,Centro-Oeste
39304,Pedro Miguel Rezende,Masculino,28,Uberaba,Minas Gerais,Sudeste
39305,Ana Liz Ferreira,Feminino,36,Curitiba,Paraná,Sul
39306,Luana da Cunha,Feminino,41,Natal,Rio Grande do Norte,Nordeste
39307,Luiz Fernando Viana,Masculino,22,São Paulo,São Paulo,Sudeste
39308,Davi Lucca Pacheco,Masculino,49,Aparecida de Goiânia,Goiás,Centro-Oeste
39309,Enzo Gabriel Freitas,Masculino,31,Parauapebas,Pará,Norte
39310,Théo Cirino,Masculino,27,Imperatriz,Maranhão,Nordeste
39311,João Pacheco,Masculino,31,Cascavel,Paraná,Sul
39312,Bianca da Paz,Feminino,44,Macapá,Amapá,Norte
39313,Yago Abreu,Masculino,37,Jaboatão dos Guararapes,Pernambuco,Nordeste
39314,Pietro da Luz,Masculino,59,São José dos Campos,São Paulo,Sudeste
39315,Luan Oliveira,Masculino,35,Belo Horizonte,Minas Gerais,Sudeste
39316,Erick Brito,Masculino,36,Sumaré,São Paulo,Sudeste
39317,Thiago Oliveira,Masculino,22,São Paulo,São Paulo,Sudeste
39318,Guilherme Brito,Masculino,36,São Paulo,São Paulo,Sudeste
39319,Asafe Ferreira,Masculino,25,Chapecó,Santa Catarina,Sul
39320,Stephany Mendes,Feminino,39,Volta Redonda,Rio de Janeiro,Sudeste
39321,Mathias Vargas,Masculino,41,Anápolis,Goiás,Centro-Oeste
39322,Vicente Guerra,Masculino,40,São Luís,Maranhão,Nordeste
39323,Jade Garcia,Feminino,43,Cotia,São Paulo,Sudeste
39324,Ana Luiza Novaes,Feminino,34,Porto Alegre,Rio Grande do Sul,Sul
39325,João Lucas Barros,Masculino,31,São Paulo,São Paulo,Sudeste
39326,Matheus Duarte,Masculino,43,Campos dos Goytacazes,Rio de Janeiro,Sudeste
39327,Sara Azevedo,Feminino,42,Campo Grande,Mato Grosso do Sul,Centro-Oeste
39328,Joana Caldeira,Feminino,43,Belém,Pará,Norte
39329,Sara Novaes,Feminino,37,Goiânia,Goiás,Centro-Oeste
39330,Milena Teixeira,Feminino,50,Duque de Caxias,Rio de Janeiro,Sudeste
39331,Luana Vargas,Feminino,45,Americana,São Paulo,Sudeste
39332,Dante Alves,Masculino,48,Maringá,Paraná,Sul
39333,Lunna Guerra,Feminino,21,Curitiba,Paraná,Sul
39334,Maria Sophia Correia,Feminino,26,Itu,São Paulo,Sudeste
39335,Caroline Jesus,Feminino,35,Curitiba,Paraná,Sul
39336,Emanuelly da Mota,Feminino,18,Guarulhos,São Paulo,Sudeste
39337,Mariana Cunha,Feminino,18,Rio de Janeiro,Rio de Janeiro,Sudeste
39338,Arthur Gabriel Cirino,Masculino,26,Petrolina,Pernambuco,Nordeste
39339,Luigi Sá,Masculino,41,Imperatriz,Maranhão,Nordeste
39340,Sabrina Nogueira,Feminino,23,Mogi das Cruzes,São Paulo,Sudeste
39341,Maria Vitória Fernandes,Feminino,40,São Gonçalo,Rio de Janeiro,Sudeste
39342,Isabel Farias,Feminino,35,Poços de Caldas,Minas Gerais,Sudeste
39343,Rodrigo Novaes,Masculino,26,Mauá,São Paulo,Sudeste
39344,Maria Isis Leão,Feminino,42,Uberaba,Minas Gerais,Sudeste
39345,Matteo Marques,Masculino,18,Rio de Janeiro,Rio de Janeiro,Sudeste
39346,Heitor Lima,Masculino,43,Guarulhos,São Paulo,Sudeste
39347,Ana Câmara,Feminino,68,Ribeirão das Neves,Minas Gerais,Sudeste
39348,Diogo Brito,Masculino,53,São José do Rio Preto,São Paulo,Sudeste
39349,Brenda Porto,Feminino,41,Limeira,São Paulo,Sudeste
39350,Enzo da Mota,Masculino,49,Fortaleza,Ceará,Nordeste
39351,Luna Novais,Feminino,46,São José de Ribamar,Maranhão,Nordeste
39352,Paulo Barros,Masculino,31,Presidente Prudente,São Paulo,Sudeste
39353,Maria Alice da Mota,Feminino,26,São Paulo,São Paulo,Sudeste
39354,Rodrigo Pimenta,Masculino,34,Brasília,Distrito Federal,Centro-Oeste
39355,Sofia da Rosa,Feminino,46,Uberaba,Minas Gerais,Sudeste
39356,Julia Sales,Feminino,45,Sumaré,São Paulo,Sudeste
39357,Beatriz Nogueira,Feminino,23,Florianópolis,Santa Catarina,Sul
39358,Marcela Azevedo,Feminino,23,Caucaia,Ceará,Nordeste
39359,Noah Moraes,Masculino,37,Campo Grande,Mato Grosso do Sul,Centro-Oeste
39360,Gustavo Sales,Masculino,57,Franca,São Paulo,Sudeste
39361,Eduarda Mendes,Feminino,41,Piracicaba,São Paulo,Sudeste
39362,Otto Casa Grande,Masculino,43,São José,Santa Catarina,Sul
39363,Yasmin Pastor,Feminino,27,São Paulo,São Paulo,Sudeste
39364,Ana Laura Moraes,Feminino,31,Niterói,Rio de Janeiro,Sudeste
39365,Diego Câmara,Masculino,30,Goiânia,Goiás,Centro-Oeste
39366,Ryan Camargo,Masculino,22,São Gonçalo,Rio de Janeiro,Sudeste
39367,Arthur Freitas,Masculino,43,Alagoinhas,Bahia,Nordeste
39368,Mariah Albuquerque,Feminino,28,Santarém,Pará,Norte
39369,Eloah Costa,Feminino,33,Belford Roxo,Rio de Janeiro,Sudeste
39370,Heloisa Sales,Feminino,44,Rio de Janeiro,Rio de Janeiro,Sudeste
39371,Sophia Almeida,Feminino,34,Sorocaba,São Paulo,Sudeste
39372,João Guilherme Machado,Masculino,41,Olinda,Pernambuco,Nordeste
39373,Joaquim Cassiano,Masculino,34,Salvador,Bahia,Nordeste
39374,Samuel Viana,Masculino,49,Brasília,Distrito Federal,Centro-Oeste
39375,Fernando Cardoso,Masculino,33,Fortaleza,Ceará,Nordeste
39376,João Gabriel Correia,Masculino,39,São Paulo,São Paulo,Sudeste
39377,Rebeca Dias,Feminino,23,Belford Roxo,Rio de Janeiro,Sudeste
39378,Ágatha Souza,Feminino,40,Maringá,Paraná,Sul
39379,Beatriz Caldeira,Feminino,41,Fortaleza,Ceará,Nordeste
39380,Mariane Carvalho,Feminino,40,Brasília,Distrito Federal,Centro-Oeste
39381,Luiz Felipe Oliveira,Masculino,33,Brasília,Distrito Federal,Centro-Oeste
39382,Mathias Souza,Masculino,33,São Paulo,São Paulo,Sudeste
39383,Pietro Azevedo,Masculino,26,Campinas,São Paulo,Sudeste
39384,Sarah Freitas,Feminino,28,Mossoró,Rio Grande do Norte,Nordeste
39385,Ana Sophia Campos,Feminino,37,Manaus,Amazonas,Norte
39386,Juliana Rios,Feminino,34,Rio de Janeiro,Rio de Janeiro,Sudeste
39387,Pedro Miguel Macedo,Masculino,30,Cotia,São Paulo,Sudeste
39388,Ravi Lucca Campos,Masculino,27,Duque de Caxias,Rio de Janeiro,Sudeste
39389,Maria Isis Costa,Feminino,32,Duque de Caxias,Rio de Janeiro,Sudeste
39390,Danilo Sales,Masculino,26,Suzano,São Paulo,Sudeste
39391,Luara Pimenta,Feminino,23,Piracicaba,São Paulo,Sudeste
39392,Gael Henrique Moura,Masculino,38,Aparecida de Goiânia,Goiás,Centro-Oeste
39393,Ana Julia Peixoto,Feminino,18,Fortaleza,Ceará,Nordeste
39394,Maria Liz Casa Grande,Feminino,33,Belo Horizonte,Minas Gerais,Sudeste
39395,Ravi Moraes,Masculino,18,Curitiba,Paraná,Sul
39396,Matteo Vasconcelos,Masculino,50,Imperatriz,Maranhão,Nordeste
39397,Brenda Borges,Feminino,42,Rio de Janeiro,Rio de Janeiro,Sudeste
39398,Valentim Souza,Masculino,36,Serra,Espírito Santo,Sudeste
39399,Benício Nunes,Masculino,36,Vila Velha,Espírito Santo,Sudeste
39400,Eloah Novais,Feminino,50,Brasília,Distrito Federal,Centro-Oeste
39401,Igor Rodrigues,Masculino,38,Campo Grande,Mato Grosso do Sul,Centro-Oeste
39402,João Lucas Vargas,Masculino,25,Duque de Caxias,Rio de Janeiro,Sudeste
39403,Juliana Andrade,Feminino,45,Rio de Janeiro,Rio de Janeiro,Sudeste
39404,Davi Lucca Lopes,Masculino,21,Carapicuíba,São Paulo,Sudeste
39405,Ana Clara Rios,Feminino,34,Fortaleza,Ceará,Nordeste
39406,Théo Câmara,Masculino,33,Londrina,Paraná,Sul
39407,Lucas Gabriel Ribeiro,Masculino,27,São Paulo,São Paulo,Sudeste
39408,Vitor Hugo Souza,Masculino,36,Rio de Janeiro,Rio de Janeiro,Sudeste
39409,Ravi da Paz,Masculino,29,Belo Horizonte,Minas Gerais,Sudeste
39410,Hadassa Freitas,Feminino,18,Caucaia,Ceará,Nordeste
39411,Leandro Araújo,Masculino,35,Linhares,Espírito Santo,Sudeste
39412,Thomas Vieira,Masculino,19,Fortaleza,Ceará,Nordeste
39413,Luara Vasconcelos,Feminino,26,Rio Verde,Goiás,Centro-Oeste
39414,Yan da Rocha,Masculino,50,Diadema,São Paulo,Sudeste
39415,Emanuel Abreu,Masculino,27,São Paulo,São Paulo,Sudeste
39416,Letícia Pimenta,Feminino,35,Fortaleza,Ceará,Nordeste
39417,Luiz Miguel Pires,Masculino,45,Jequié,Bahia,Nordeste
39418,Isis Pimenta,Feminino,41,Rio das Ostras,Rio de Janeiro,Sudeste
39419,Felipe Montenegro,Masculino,49,Pelotas,Rio Grande do Sul,Sul
39420,Thales Gomes,Masculino,19,Mossoró,Rio Grande do Norte,Nordeste
39421,Nina Rios,Feminino,43,São Paulo,São Paulo,Sudeste
39422,Maitê Lopes,Feminino,25,São Paulo,São Paulo,Sudeste
39423,Milena Dias,Feminino,39,Belém,Pará,Norte
39424,Heloísa Sá,Feminino,47,Florianópolis,Santa Catarina,Sul
39425,Stephany Jesus,Feminino,18,Caruaru,Pernambuco,Nordeste
39426,Nicolas Novais,Masculino,37,Americana,São Paulo,Sudeste
39427,Stella Barbosa,Feminino,34,Fortaleza,Ceará,Nordeste
39428,Leonardo Fernandes,Masculino,21,Valparaíso de Goiás,Goiás,Centro-Oeste
39429,Hadassa Sá,Feminino,18,Luziânia,Goiás,Centro-Oeste
39430,Davi Lucca Rocha,Masculino,36,Recife,Pernambuco,Nordeste
39431,Leandro Borges,Masculino,28,São Luís,Maranhão,Nordeste
39432,Gabriela Souza,Feminino,47,Rio de Janeiro,Rio de Janeiro,Sudeste
39433,Guilherme Mendonça,Masculino,53,Teresópolis,Rio de Janeiro,Sudeste
39434,Gustavo Correia,Masculino,34,Imperatriz,Maranhão,Nordeste
39435,Emanuella Gonçalves,Feminino,33,Araraquara,São Paulo,Sudeste
39436,Kevin Aragão,Masculino,30,Diadema,São Paulo,Sudeste
39437,Vicente Brito,Masculino,47,Taubaté,São Paulo,Sudeste
39438,Letícia das Neves,Feminino,53,Aracaju,Sergipe,Nordeste
39439,João Pedro Novais,Masculino,43,São Paulo,São Paulo,Sudeste
39440,Bento Vargas,Masculino,44,Salvador,Bahia,Nordeste
39441,Clara Alves,Feminino,24,Duque de Caxias,Rio de Janeiro,Sudeste
39442,Stephany da Rocha,Feminino,55,Belo Horizonte,Minas Gerais,Sudeste
39443,Davi Miguel Vieira,Masculino,39,São José do Rio Preto,São Paulo,Sudeste
39444,Nina da Conceição,Feminino,46,Aracaju,Sergipe,Nordeste
39445,Maria Alice Pimenta,Feminino,38,Curitiba,Paraná,Sul
39446,Cauê Oliveira,Masculino,25,Vila Velha,Espírito Santo,Sudeste
39447,Davi Lucas Borges,Masculino,36,Rio Claro,São Paulo,Sudeste
39448,Luara Melo,Feminino,18,Maceió,Alagoas,Nordeste
39449,Thiago Lima,Masculino,38,São Leopoldo,Rio Grande do Sul,Sul
39450,Jade Santos,Feminino,40,Juiz de Fora,Minas Gerais,Sudeste
39451,João Guilherme Silva,Masculino,40,São Luís,Maranhão,Nordeste
39452,Vinícius Sá,Masculino,29,Taubaté,São Paulo,Sudeste
39453,Elisa Nunes,Feminino,28,Porto Alegre,Rio Grande do Sul,Sul
39454,Pedro Barros,Masculino,50,Londrina,Paraná,Sul
39455,Eloah Albuquerque,Feminino,40,Sorocaba,São Paulo,Sudeste
39456,Luara Casa Grande,Feminino,35,Duque de Caxias,Rio de Janeiro,Sudeste
39457,Thomas Machado,Masculino,28,Novo Hamburgo,Rio Grande do Sul,Sul
39458,Arthur Andrade,Masculino,56,Camaçari,Bahia,Nordeste
39459,Dante Oliveira,Masculino,27,Natal,Rio Grande do Norte,Nordeste
39460,Benicio Garcia,Masculino,40,Palhoça,Santa Catarina,Sul
39461,Eduarda da Paz,Feminino,32,Santa Luzia,Minas Gerais,Sudeste
39462,Mariane Sá,Feminino,26,Araçatuba,São Paulo,Sudeste
39463,Maria Fernanda Cassiano,Feminino,24,Rio de Janeiro,Rio de Janeiro,Sudeste
39464,Ana Luiza Pires,Feminino,22,Olinda,Pernambuco,Nordeste
39465,Carolina Cassiano,Feminino,45,Chapecó,Santa Catarina,Sul
39466,Maria Guerra,Feminino,24,Canoas,Rio Grande do Sul,Sul
39467,Eduardo da Cunha,Masculino,32,São Paulo,São Paulo,Sudeste
39468,João Vitor Câmara,Masculino,38,Maringá,Paraná,Sul
39469,Ravi Leão,Masculino,48,Ibirité,Minas Gerais,Sudeste
39470,Eduardo Pimenta,Masculino,26,Fortaleza,Ceará,Nordeste
39471,Daniela Silveira,Feminino,44,João Pessoa,Paraíba,Nordeste
39472,Arthur Miguel Lima,Masculino,26,Teresina,Piauí,Nordeste
39473,Otto Ferreira,Masculino,42,Cuiabá,Mato Grosso,Centro-Oeste
39474,Joana Fonseca,Feminino,34,Maracanaú,Ceará,Nordeste
39475,Oliver Ramos,Masculino,22,São Vicente,São Paulo,Sudeste
39476,Otto Viana,Masculino,24,São Paulo,São Paulo,Sudeste
39477,Thales Aragão,Masculino,35,São Paulo,São Paulo,Sudeste
39478,Esther Macedo,Feminino,43,São Vicente,São Paulo,Sudeste
39479,Ana Julia Macedo,Feminino,45,Curitiba,Paraná,Sul
39480,Ana Julia Azevedo,Feminino,38,Maricá,Rio de Janeiro,Sudeste
39481,Ana Júlia Nunes,Feminino,30,Duque de Caxias,Rio de Janeiro,Sudeste
39482,Marcelo Silva,Masculino,43,Juazeiro,Bahia,Nordeste
39483,Luiz Otávio Mendes,Masculino,44,São Paulo,São Paulo,Sudeste
39484,Luiz Gustavo da Conceição,Masculino,28,Volta Redonda,Rio de Janeiro,Sudeste
39485,Thiago Moura,Masculino,37,Rio de Janeiro,Rio de Janeiro,Sudeste
39486,Davi Lucca Fernandes,Masculino,30,São Paulo,São Paulo,Sudeste
39487,Milena Novais,Feminino,51,João Pessoa,Paraíba,Nordeste
39488,Jade Sales,Feminino,39,São Paulo,São Paulo,Sudeste
39489,Gabrielly Marques,Feminino,46,Florianópolis,Santa Catarina,Sul
39490,Caleb Caldeira,Masculino,44,Ilhéus,Bahia,Nordeste
39491,Olívia Ramos,Feminino,52,São Carlos,São Paulo,Sudeste
39492,Brayan Rocha,Masculino,49,Nova Iguaçu,Rio de Janeiro,Sudeste
39493,Luiz Fernando Sampaio,Masculino,25,Castanhal,Pará,Norte
39494,Maria Luiza Pinto,Feminino,48,Uberlândia,Minas Gerais,Sudeste
39495,Bianca Sales,Feminino,53,Guarulhos,São Paulo,Sudeste
39496,Benício Silva,Masculino,30,Goiânia,Goiás,Centro-Oeste
39497,Ravy Nogueira,Masculino,28,Rio de Janeiro,Rio de Janeiro,Sudeste
39498,Anna Liz Montenegro,Feminino,32,São José dos Campos,São Paulo,Sudeste
39499,Raquel Farias,Feminino,31,Recife,Pernambuco,Nordeste
39500,Thiago Teixeira,Masculino,46,Itaboraí,Rio de Janeiro,Sudeste
39501,Caio Fonseca,Masculino,29,Teresópolis,Rio de Janeiro,Sudeste
39502,Bárbara Moura,Feminino,19,Londrina,Paraná,Sul
39503,Mariane Carvalho,Feminino,36,Colombo,Paraná,Sul
39504,Isabela Pereira,Feminino,28,Belém,Pará,Norte
39505,Gabrielly Martins,Feminino,25,Sobral,Ceará,Nordeste
39506,Valentim da Mata,Masculino,30,Canoas,Rio Grande do Sul,Sul
39507,Ana Laura Montenegro,Feminino,29,Itabuna,Bahia,Nordeste
39508,Nicole Azevedo,Feminino,36,Sobral,Ceará,Nordeste
39509,Maria Clara Mendes,Feminino,25,Águas Lindas de Goiás,Goiás,Centro-Oeste
39510,Bruno Ferreira,Masculino,25,São Leopoldo,Rio Grande do Sul,Sul
39511,Maria Liz Cavalcanti,Feminino,28,Caucaia,Ceará,Nordeste
39512,Cauê Albuquerque,Masculino,50,Curitiba,Paraná,Sul
39513,Ana Julia Almeida,Feminino,27,Campos dos Goytacazes,Rio de Janeiro,Sudeste
39514,Joana Mendonça,Feminino,39,Maricá,Rio de Janeiro,Sudeste
39515,Bernardo Viana,Masculino,20,Palmas,Tocantins,Norte
39516,João Vitor Aparecida,Masculino,23,São Paulo,São Paulo,Sudeste
39517,Pedro Henrique Rezende,Masculino,43,Caucaia,Ceará,Nordeste
39518,Luísa Lopes,Feminino,21,Itabuna,Bahia,Nordeste
39519,Valentim Fernandes,Masculino,39,Aracaju,Sergipe,Nordeste
39520,Ana Carolina Araújo,Feminino,18,Novo Hamburgo,Rio Grande do Sul,Sul
39521,Evelyn Macedo,Feminino,41,Itaboraí,Rio de Janeiro,Sudeste
39522,Alana Nogueira,Feminino,30,São Paulo,São Paulo,Sudeste
39523,Maria Vitória Azevedo,Feminino,38,Natal,Rio Grande do Norte,Nordeste
39524,Liz Lima,Feminino,31,Rio de Janeiro,Rio de Janeiro,Sudeste
39525,Gabrielly Pastor,Feminino,26,Curitiba,Paraná,Sul
39526,Bryan Aragão,Masculino,39,São Paulo,São Paulo,Sudeste
39527,Cecília Vieira,Feminino,26,Abaetetuba,Pará,Norte
39528,Natália Porto,Feminino,41,Salvador,Bahia,Nordeste
39529,Laís Cavalcanti,Feminino,68,Duque de Caxias,Rio de Janeiro,Sudeste
39530,Henrique Melo,Masculino,56,São Paulo,São Paulo,Sudeste
39531,Sofia Correia,Feminino,38,Porto Alegre,Rio Grande do Sul,Sul
39532,Melissa Rezende,Feminino,24,Salvador,Bahia,Nordeste
39533,Otávio Carvalho,Masculino,32,Salvador,Bahia,Nordeste
39534,Isaac Camargo,Masculino,41,Maricá,Rio de Janeiro,Sudeste
39535,João Guilherme Melo,Masculino,45,Curitiba,Paraná,Sul
39536,André Borges,Masculino,56,São José do Rio Preto,São Paulo,Sudeste
39537,Diogo Gonçalves,Masculino,27,Curitiba,Paraná,Sul
39538,Antony Souza,Masculino,28,Embu das Artes,São Paulo,Sudeste
39539,Maria Eduarda Jesus,Feminino,30,Contagem,Minas Gerais,Sudeste
39540,Eduarda Pinto,Feminino,36,São Paulo,São Paulo,Sudeste
39541,Davi Lucas Guerra,Masculino,18,São Paulo,São Paulo,Sudeste
39542,Maria Julia Pastor,Feminino,39,Recife,Pernambuco,Nordeste
39543,Elisa da Conceição,Feminino,37,Campo Grande,Mato Grosso do Sul,Centro-Oeste
39544,Maria Julia Carvalho,Feminino,31,Campo Grande,Mato Grosso do Sul,Centro-Oeste
39545,Benjamim Brito,Masculino,18,Campinas,São Paulo,Sudeste
39546,Igor da Rocha,Masculino,22,Guarapuava,Paraná,Sul
39547,Diego Caldeira,Masculino,44,Curitiba,Paraná,Sul
39548,Isis Silva,Feminino,37,Goiânia,Goiás,Centro-Oeste
39549,Thomas Monteiro,Masculino,20,São Paulo,São Paulo,Sudeste
39550,Pedro Henrique da Conceição,Masculino,34,Santos,São Paulo,Sudeste
